paper_id,paper,研究创新性,研究创新性_std,现状洞察度,现状洞察度_std,理论建构力,理论建构力_std,逻辑连贯性,逻辑连贯性_std,学术共识度,学术共识度_std,前瞻延展性,前瞻延展性_std,ccb_score,round1_avg_std,round2_avg_std
1125,raw/fullpaper/1125-法学研究-2018-4-不真正不作为犯的边界-姚诗-湖南大学法学院.pdf,88.25,2.49,84.75,4.32,86.75,6.98,84.5,3.91,84.25,1.48,77.5,4.97,89.28,13.2,4.65
1126,raw/fullpaper/1126-法学研究-2020-2-专家参与刑事司法的多元功能及其体系化-陈如超-西南政法大学刑事侦查学院.pdf,65.0,6.12,66.75,12.62,80.75,5.17,80.0,2.0,85.0,2.12,74.25,3.77,74.72,15.07,6.12
1127,raw/fullpaper/1127-法学研究-2018-5-业务侵占_贪污罪的解释方向-王彦强-南京师范大学法学院.pdf,80.0,8.92,89.25,2.59,83.5,3.2,90.5,1.66,81.25,2.59,66.75,5.36,88.26,9.62,4.68
1128,raw/fullpaper/1128-法学研究-2018-3-个人信息保护_从个人控制到社会控制-高富平-华东政法大学.pdf,78.75,5.63,72.5,6.54,74.25,8.44,80.25,2.86,87.75,2.68,74.75,2.95,79.84,12.98,5.58
1129,raw/fullpaper/1129-法学研究-2022-4-个人信息保护合规的体系构建-敬力嘉-武汉大学法学院.pdf,68.5,7.89,80.25,4.15,75.0,6.28,84.5,4.77,82.75,3.11,71.25,4.15,79.18,14.12,5.85
1130,raw/fullpaper/1130-法学研究-2023-1-个人信息国家保护义务理论的反思与重塑-李海平-吉林大学法学院.pdf,87.75,1.79,88.25,2.49,64.5,20.81,85.75,3.77,83.25,3.03,64.5,19.96,86.29,15.35,9.97
1131,raw/fullpaper/1131-法学研究-2018-2-个人信息大数据与刑事正当程序的冲突及其调和-裴炜-北京航空航天大学法学院.pdf,72.75,9.98,56.0,26.38,78.25,6.02,83.0,3.0,85.0,0.0,76.0,3.67,75.19,16.65,9.43
1132,raw/fullpaper/1132-法学研究-2023-6-个人信息权的分析与建构-萧鑫-中国社会科学院法学研究所.pdf,73.25,22.12,81.75,3.77,84.25,2.49,88.25,3.77,86.5,1.5,72.25,1.3,83.72,10.4,6.7
1133,raw/fullpaper/1133-法学研究-2018-4-个人信息的侵权法保护-叶名怡-上海财经大学.pdf,80.25,4.15,85.0,2.12,76.0,6.78,84.25,1.3,85.25,3.27,77.75,1.79,84.56,11.65,3.73
1134,raw/fullpaper/1134-法学研究-2018-6-个人信息私法保护的困境与出路-丁晓东-中国人民大学法学院.pdf,80.75,2.95,83.0,3.08,55.0,12.25,86.25,2.17,87.0,3.67,65.5,7.63,81.03,12.67,6.1
1135,raw/fullpaper/1135-法学研究-2023-2-个人所得税法上年龄非中性的实现——以老年人生存权益的保障为核心-汤洁茵-中国社会科学院大学法学院.pdf,71.25,21.03,79.0,7.14,76.25,5.76,89.75,2.86,80.75,7.66,75.0,1.22,81.31,14.8,8.78
1136,raw/fullpaper/1136-法学研究-2022-5-个人数据交易的双重法律构造-林洹民-浙江大学光华法学院.pdf,83.75,2.17,65.5,20.69,82.5,4.82,88.0,0.0,92.5,2.87,78.0,1.41,83.24,12.23,6.15
1137,raw/fullpaper/1137-法学研究-2022-1-中华法系的百年历史叙事-赵明-西南大学法学院.pdf,78.5,5.22,79.0,4.12,42.25,8.84,82.75,1.92,79.0,2.24,69.0,4.12,73.22,12.95,5.1
1138,raw/fullpaper/1138-法学研究-2016-5-中国债编体系构建中若干基础关系的协调——从法国重构债法体系的经验观察-李世刚-复旦大学法学院.pdf,71.75,6.02,83.5,5.17,77.5,6.18,85.0,5.39,83.75,4.38,75.5,3.57,81.65,15.23,5.9
1139,raw/fullpaper/1139-法学研究-2020-3-中国刑事专家辅助人向专家证人的角色转变-张保生-中国政法大学证据科学教育部重点实验室、司法文明协同创新中心.pdf,78.25,6.42,84.25,2.49,60.75,21.19,75.5,3.28,83.75,3.03,76.5,4.97,78.93,13.28,7.97
1140,raw/fullpaper/1140-法学研究-2015-6-中国刑事印证理论批判-周洪波-西南民族大学法学院.pdf,71.0,7.81,86.0,2.35,35.0,14.14,82.5,2.87,82.25,2.68,72.5,4.82,70.88,15.23,6.67
1141,raw/fullpaper/1141-法学研究-2024-2-中国刑事司法证明_唯客观化_批判-熊晓彪-中山大学法学院.pdf,84.5,4.56,84.75,4.32,83.5,3.84,84.75,4.66,85.75,2.49,72.75,5.54,87.44,11.22,4.9
1142,raw/fullpaper/1142-法学研究-2017-5-中国司法体制改革的经验——习近平司法体制改革思想研究-陈卫东-中国人民大学法学院.pdf,30.0,0.0,43.75,7.4,35.0,3.54,62.0,4.3,36.25,5.45,45.75,6.42,41.65,11.95,5.22
1143,raw/fullpaper/1143-法学研究-2024-6-中国合同法上的产权平等保护-罗昆-武汉大学法学院.pdf,82.5,3.28,82.0,3.08,77.5,7.12,86.75,5.8,87.75,2.68,83.0,2.12,87.5,13.35,4.63
1144,raw/fullpaper/1144-法学研究-2015-4-中国宪法上国家所有的规范含义-程雪阳-苏州大学王健法学院.pdf,73.75,19.49,84.5,2.18,79.25,5.85,87.25,5.54,87.25,1.3,82.75,2.86,85.43,14.08,7.17
1145,raw/fullpaper/1145-法学研究-2021-5-中国宪法上基本权利限制的形式要件-陈楚风-清华大学法学院.pdf,83.5,1.5,84.75,2.95,81.25,6.06,92.25,1.48,86.0,1.22,69.25,5.63,88.46,12.47,3.62
1146,raw/fullpaper/1146-法学研究-2023-6-中国宪法体制中民主集中制的统合作用-沈寿文-吉林大学法学院.pdf,72.5,10.9,73.5,6.1,46.75,17.8,86.25,3.03,81.25,2.59,61.25,4.66,71.43,17.7,8.67
1147,raw/fullpaper/1147-法学研究-2024-2-中国式法治现代化概念的逻辑构造及其展开-郭晔-北京师范大学法学院.pdf,31.25,2.17,74.25,10.54,47.75,1.79,80.75,4.21,77.5,4.82,58.5,4.09,55.93,13.38,5.33
1148,raw/fullpaper/1148-法学研究-2023-5-中国式现代化的宪法逻辑-韩大元-中国人民大学法学院.pdf,31.25,5.45,53.5,11.95,42.5,2.5,76.0,1.22,74.0,3.16,67.0,6.28,49.0,10.52,5.9
1149,raw/fullpaper/1149-法学研究-2024-1-中国式现代化进程中的属地管理原则-叶必丰-上海交通大学凯原法学院.pdf,55.75,7.19,54.25,13.1,57.5,13.72,82.0,3.08,80.75,3.27,70.0,0.0,64.88,13.95,7.77
1150,raw/fullpaper/1150-法学研究-2015-4-中国投资协议实体保护标准的自由化和多边化演进-沈伟-上海交通大学法学院.pdf,38.75,9.6,58.0,17.87,54.25,14.36,73.25,5.07,60.0,14.65,67.5,7.5,54.13,21.42,13.3
1151,raw/fullpaper/1151-法学研究-2020-4-中国政法体制的规范性原理-黄文艺-中国人民大学法学院.pdf,63.0,23.12,76.75,1.79,75.0,4.95,86.5,2.6,74.75,5.63,78.0,5.87,75.0,15.08,8.47
1152,raw/fullpaper/1152-法学研究-2024-3-中国民事诉讼率变迁的影响机制——对曲线理论的检验和修正-石磊-上海交通大学凯原法学院.pdf,81.5,3.84,85.5,2.87,77.0,2.12,85.75,2.86,85.75,4.6,70.0,8.66,85.65,13.65,4.78
1153,raw/fullpaper/1153-法学研究-2020-3-中国民法典总则与分则之间的统辖遵从关系-孙宪忠-中国社会科学院法学研究所.pdf,57.25,9.88,81.25,5.8,56.75,16.56,83.25,2.38,82.5,2.87,59.5,10.87,70.93,16.48,9.32
1154,raw/fullpaper/1154-法学研究-2024-1-中国民间公益法人制度现代化的路径选择-李德健-浙江工业大学法学院.pdf,60.75,15.99,82.5,2.18,70.75,15.67,85.5,0.5,85.75,1.3,79.5,3.64,76.46,14.53,7.57
1155,raw/fullpaper/1155-法学研究-2024-3-中国法学对外交流与研究中的概念对接——以多数人之债实体与程序的中德比较研究为例-卜元石-德国弗莱堡大学法律系.pdf,56.75,20.58,86.25,3.03,57.5,7.5,85.25,4.55,86.25,1.3,75.25,2.77,73.53,13.33,7.67
1156,raw/fullpaper/1156-法学研究-2016-5-中国法律传统的经济理性-夏扬-北京师范大学法学院.pdf,48.0,12.02,69.0,9.67,35.0,3.54,85.0,2.12,79.0,3.94,51.25,6.5,59.35,16.5,7.27
1157,raw/fullpaper/1157-法学研究-2023-6-中国法律语境中的国家政策概念-彭中礼-中南大学法学院.pdf,66.75,6.83,72.0,5.1,50.0,16.2,80.5,1.66,71.0,19.05,70.5,6.54,71.26,18.03,10.65
1158,raw/fullpaper/1158-法学研究-2017-6-中国法治经济建设的逻辑-谢海定-中国社会科学院法学研究所_法学研究_编辑部.pdf,36.25,4.15,73.0,2.92,56.25,7.4,84.75,4.09,81.0,1.73,75.5,3.57,59.84,12.15,4.58
1159,raw/fullpaper/1159-法学研究-2025-1-中国法治语境下的司法建议_机理、运用与制度完善-顾培东-四川大学法学院.pdf,35.0,3.54,66.75,4.92,50.75,4.38,76.0,8.25,85.75,5.12,76.75,4.92,54.9,11.5,6.0
1160,raw/fullpaper/1160-法学研究-2019-2-中国法科学生留学德国四十年的回顾与展望--基于博士学位论文的考察-卜元石-德国弗莱堡大学法律系.pdf,15.0,15.0,47.0,17.59,24.5,11.32,74.25,7.19,63.5,7.23,57.5,8.56,38.15,20.95,12.87
1161,raw/fullpaper/1161-法学研究-2022-2-中国特色民间文学艺术作品著作权保护理论的构建-胡开忠-中南财经政法大学知识产权研究中心.pdf,64.0,15.05,82.0,2.35,72.0,5.61,74.75,2.95,82.0,2.83,75.0,7.07,75.18,14.35,6.92
1162,raw/fullpaper/1162-法学研究-2015-2-中国特色社会主义人权理论体系论纲--广州大学人权理论研究课题组.pdf,30.0,0.0,27.5,16.39,32.0,6.28,57.25,7.19,52.5,11.46,11.25,8.93,36.18,15.77,9.67
1163,raw/fullpaper/1163-法学研究-2018-3-中国环境法治中的政党、国家与社会-陈海嵩-中南大学法学院.pdf,64.25,13.2,77.5,3.57,58.75,11.65,83.0,2.92,81.25,2.59,53.25,11.14,72.81,15.5,8.68
1164,raw/fullpaper/1164-法学研究-2019-6-中国现行宪法中的_党的领导_规范-秦前红-武汉大学法学院.pdf,53.0,17.01,79.25,5.26,45.25,6.76,84.25,3.77,86.5,2.6,64.5,5.72,65.16,13.7,7.9
1165,raw/fullpaper/1165-法学研究-2020-5-中国第一代马克思主义法学家的理论开创-程梦婧-重庆大学法学院.pdf,31.25,2.17,44.75,10.99,41.25,4.15,71.5,3.91,78.5,6.69,50.0,8.66,45.66,13.37,7.03
1166,raw/fullpaper/1166-法学研究-2020-3-中国行政诉讼中的府院互动-章志远-华东政法大学.pdf,58.0,15.64,79.25,4.55,65.75,11.69,85.25,4.55,84.0,5.34,78.0,0.0,73.78,14.97,8.07
1167,raw/fullpaper/1167-法学研究-2018-6-为作为证明方法的_印证_辩护-薛爱昌-西安交通大学法学院.pdf,76.75,6.98,77.25,4.97,82.0,4.3,78.25,2.49,83.5,3.2,66.0,3.67,81.15,15.17,4.93
1168,raw/fullpaper/1168-法学研究-2022-5-为被告人利益抗诉与上诉不加刑原则之适用———以上诉理由之限制为中心-郭烁-中国政法大学诉讼法学研究院.pdf,89.25,2.95,83.75,3.03,85.75,5.12,89.25,2.59,79.0,13.91,84.25,1.3,92.34,12.6,5.57
1169,raw/fullpaper/1169-法学研究-2016-2-主体制度民商合一的中国路径-汪青松-西南政法大学民商法学院.pdf,74.5,1.5,82.5,2.6,78.0,4.95,88.0,3.74,82.75,1.3,79.75,2.86,83.18,13.08,3.25
1170,raw/fullpaper/1170-法学研究-2021-5-主观权利概念之理论检讨——以胎儿的民事权利能力问题为中心-陈帮锋-厦门大学法学院.pdf,77.75,9.18,84.75,1.79,85.0,0.0,86.0,1.22,83.75,2.17,79.5,3.64,85.62,9.83,3.47
1171,raw/fullpaper/1171-法学研究-2022-5-义务范围理论下证券服务机构过失虚假陈述赔偿责任-洪国盛-北京大学国际法学院.pdf,76.0,6.63,81.25,3.27,84.0,3.67,90.0,1.41,86.0,3.67,80.0,3.81,86.94,12.35,4.32
1172,raw/fullpaper/1172-法学研究-2016-2-习近平全面依法治国思想的理论逻辑与创新发展-李林-中国社会科学院法学研究所.pdf,30.0,0.0,41.25,12.44,33.75,6.5,60.5,12.18,33.75,11.39,40.0,10.61,40.49,18.98,10.22
1173,raw/fullpaper/1173-法学研究-2023-3-习近平法治思想中的依规治党理论及其原创性贡献-王伟国-中国法学会党内法规研究中心.pdf,27.5,4.33,45.0,0.0,44.25,2.49,60.0,7.35,45.0,7.91,37.5,4.33,42.22,12.7,5.08
1174,raw/fullpaper/1174-法学研究-2021-2-习近平法治思想中的法治监督理论-江必新-中南大学法学院.pdf,36.25,5.45,43.75,7.4,33.0,8.77,65.5,4.27,45.0,7.07,26.25,6.5,44.32,14.55,7.58
1175,raw/fullpaper/1175-法学研究-2021-4-习近平法治思想对马克思主义法治原理的传承与发展-孙谦-最高人民检察院.pdf,30.0,0.0,3.75,2.17,17.5,10.31,52.0,11.58,31.25,2.17,18.75,2.17,26.79,13.6,5.47
1176,raw/fullpaper/1176-法学研究-2023-4-习近平法治思想的数字法治观-周尚君-西南政法大学全面依法治国研究院.pdf,33.75,2.17,55.5,6.58,36.25,6.5,71.75,2.49,36.75,4.66,45.75,6.06,48.25,13.55,5.48
1177,raw/fullpaper/1177-法学研究-2022-6-习近平法治思想领航中国之治的实践机制-陈柏峰-中南财经政法大学法学院.pdf,30.0,0.0,13.75,5.45,41.25,2.17,33.75,4.15,43.75,6.5,27.5,2.5,29.04,10.78,4.0
1178,raw/fullpaper/1178-法学研究-2016-1-乡村司法与国家治理——以乡村微观权力的整合为线索-郑智航-山东大学法学院.pdf,32.75,1.3,60.0,15.0,43.25,12.72,73.5,6.1,74.25,3.77,74.25,2.49,50.6,17.58,7.95
1179,raw/fullpaper/1179-法学研究-2020-2-乡村基层执法的空间制约与机制再造-陈柏峰-中南财经政法大学法学院.pdf,62.0,4.95,77.0,3.39,84.0,1.22,84.0,3.67,83.0,2.24,54.0,8.69,76.59,11.53,4.63
1180,raw/fullpaper/1180-法学研究-2019-3-乡村振兴背景下的宅基地权利制度重构-宋志红-中共中央党校(国家行政学院)政法部.pdf,70.5,7.12,76.5,3.84,89.75,2.86,84.25,1.3,86.25,1.3,83.75,2.17,83.54,10.48,3.57
1181,raw/fullpaper/1181-法学研究-2019-2-书面形式与合同的成立-朱广新-中国社会科学院法学研究所.pdf,70.25,20.8,79.75,3.49,82.75,3.96,86.0,4.24,76.25,19.85,83.25,3.03,83.4,14.1,10.65
1182,raw/fullpaper/1182-法学研究-2016-1-买卖合同之规定准用于其他有偿合同-易军-中国政法大学.pdf,69.25,16.84,75.0,8.77,74.5,11.32,87.0,3.0,81.75,2.49,69.5,6.54,78.71,18.8,9.42
1183,raw/fullpaper/1183-法学研究-2025-1-二元规范论视角下刑法第13条但书规定的解释论展开-李世阳-浙江大学光华法学院.pdf,78.25,2.49,89.5,1.66,82.75,6.61,83.25,5.8,81.25,6.5,75.75,6.26,85.87,16.18,5.63
1184,raw/fullpaper/1184-法学研究-2025-3-互联网平台处罚权的法律规制-刘权-中央财经大学_龙马学者.pdf,65.75,8.61,78.75,2.17,76.75,3.7,87.25,1.92,79.25,9.96,74.25,7.5,78.81,14.55,6.52
1185,raw/fullpaper/1185-法学研究-2018-5-互联网金融风险的社会特性与监管创新-许多奇-上海交通大学凯原法学院.pdf,41.75,17.37,29.5,30.18,53.0,5.43,84.0,5.34,69.25,14.02,69.5,4.15,50.79,20.88,14.73
1186,raw/fullpaper/1186-法学研究-2021-3-交警非现场执法的规范构建-余凌云-清华大学法学院.pdf,63.25,12.32,85.0,4.3,70.0,5.43,84.0,3.67,83.75,1.79,77.5,2.5,77.44,13.97,5.78
1187,raw/fullpaper/1187-法学研究-2020-1-人工智能与事实认定-栗峥-中国政法大学.pdf,46.5,24.13,67.5,2.87,84.5,7.26,78.0,0.0,75.25,2.17,82.5,2.5,65.56,13.8,7.5
1188,raw/fullpaper/1188-法学研究-2019-6-人工智能时代的法律议论-季卫东-上海交通大学法学院.pdf,73.75,8.2,82.75,1.3,51.5,12.54,74.0,3.67,86.0,2.12,82.5,2.87,77.0,14.77,5.9
1189,raw/fullpaper/1189-法学研究-2021-6-人工智能时代著作权合理使用制度的重塑-林秀芹-厦门大学法学院、知识产权研究院.pdf,69.25,8.32,81.5,5.55,64.75,13.27,83.5,1.5,76.75,7.69,75.75,7.19,77.69,18.83,8.37
1190,raw/fullpaper/1190-法学研究-2024-1-人民检察院法律监督的体系分析-王锴-北京航空航天大学法学院.pdf,50.0,16.96,65.5,5.55,55.0,18.71,87.25,3.56,79.75,3.03,60.5,3.64,66.29,19.53,9.9
1191,raw/fullpaper/1191-法学研究-2020-1-人民法院改革取向的审视与思考-顾培东-中南财经政法大学.pdf,75.0,6.28,74.0,11.42,80.0,5.43,86.25,2.05,84.25,3.77,78.25,2.86,81.29,12.48,6.13
1192,raw/fullpaper/1192-法学研究-2023-6-从关键证人回归必要证人_关键证人出庭作证逻辑反思-陈卫东-中国人民大学刑事法律科学研究中心.pdf,66.75,18.67,70.75,5.85,77.25,6.3,87.25,2.28,87.75,4.71,72.25,2.68,77.37,12.42,7.8
1193,raw/fullpaper/1193-法学研究-2017-3-从国家构建到共建共享的法治转向——基于社会组织与法治建设之间关系的考察-马长山-华东政法大学.pdf,31.25,5.45,69.25,4.87,43.75,1.3,73.0,3.61,74.5,2.6,63.0,4.36,52.22,13.58,4.27
1194,raw/fullpaper/1194-法学研究-2019-2-从基本权理论看法律行为之阻却生效要件--一个跨法域释义学的尝试-章程-浙江大学光华法学院.pdf,87.25,1.3,86.5,2.06,80.25,10.59,88.25,0.43,84.25,1.48,81.25,2.17,91.07,8.22,3.47
1195,raw/fullpaper/1195-法学研究-2023-3-从数据生产到数据流通_数据财产权益的双层配置方案-宁园-武汉大学法学院.pdf,84.75,3.27,86.0,1.58,81.0,5.2,85.5,2.29,78.25,9.04,76.25,2.17,87.56,14.1,4.52
1196,raw/fullpaper/1196-法学研究-2023-6-从民事基本法律到基础性法律_民法典地位论-黄忠-西南政法大学.pdf,69.75,7.5,88.0,5.83,66.0,13.91,87.0,5.39,69.25,11.78,67.5,7.5,75.0,16.07,10.0
1197,raw/fullpaper/1197-法学研究-2023-1-从税收法定到税收法治的实践进阶——以进一步落实税收法定原则为中心-张婉苏-南京大学法学院.pdf,53.5,14.4,77.25,1.48,50.25,7.95,85.5,0.5,81.5,0.87,77.5,3.28,69.04,12.93,5.48
1198,raw/fullpaper/1198-法学研究-2024-4-从预约到前合同协议——合意多样性视角下的类型化-夏静宜-扬州大学法学院.pdf,74.25,18.62,89.0,1.73,89.0,2.55,89.0,1.73,84.25,3.77,76.0,3.67,86.79,12.75,6.15
1199,raw/fullpaper/1199-法学研究-2019-1-他行为能力问题研究-陈兴良-北京大学法学院.pdf,74.25,11.14,83.0,3.61,72.75,19.25,86.25,2.17,86.25,1.09,67.0,2.12,81.87,14.07,7.58
1200,raw/fullpaper/1200-法学研究-2019-4-代理公开的例外类型和效果-朱虎-中国人民大学民商事法律科学研究中心.pdf,90.5,1.66,84.0,2.45,91.25,3.7,88.75,0.83,86.5,2.06,78.75,2.17,91.69,9.63,2.48
1201,raw/fullpaper/1201-法学研究-2022-4-以习近平法治思想引领行政审判制度新发展-章志远-华东政法大学.pdf,35.0,3.54,40.75,24.43,30.0,9.19,71.75,2.49,48.0,16.72,66.25,3.03,44.12,18.6,11.43
1202,raw/fullpaper/1202-法学研究-2015-4-以审判为中心的刑事诉讼制度改革-魏晓娜-中国人民大学刑事法律科学研究中心.pdf,79.75,6.94,73.0,13.77,82.75,6.3,90.25,4.92,87.5,2.5,80.0,2.0,86.16,14.08,7.02
1203,raw/fullpaper/1203-法学研究-2015-3-以房抵债协议的法理分析——_最高人民法院公报_载_朱俊芳案_评释-陆青-浙江大学光华法学院.pdf,77.0,4.58,75.5,9.12,66.25,4.38,91.0,1.73,83.75,1.79,79.5,1.66,81.04,13.18,4.48
1204,raw/fullpaper/1204-法学研究-2020-3-以罪名为讨论平台的反思与纠正-丁胜明-西南政法大学.pdf,75.0,6.28,73.75,2.68,85.75,4.49,88.75,1.3,85.75,1.3,75.25,7.29,82.84,11.12,4.5
1205,raw/fullpaper/1205-法学研究-2024-3-以鉴代侦_电子数据司法鉴定的扩张趋势及其制度回应-陈如超-西南政法大学刑事侦查学院.pdf,63.75,22.79,57.25,33.07,76.0,6.16,83.5,3.2,82.75,2.86,78.75,2.59,72.03,19.15,13.6
1206,raw/fullpaper/1206-法学研究-2023-2-仲裁协议主观范围理论的重构-陈杭平-清华大学法学院.pdf,76.5,12.93,83.75,2.77,70.5,17.23,90.0,3.08,78.25,18.17,71.25,4.66,83.32,17.08,11.33
1207,raw/fullpaper/1207-法学研究-2023-4-价格行为规制的法理逻辑——基于整体价格法秩序的视角-刘凯-华南理工大学法学院.pdf,80.75,4.38,63.5,11.06,82.25,8.32,89.75,2.86,81.0,1.73,76.75,1.3,82.07,15.45,5.72
1208,raw/fullpaper/1208-法学研究-2019-3-优先股与普通股的利益分配--基于信义义务的制度方法-潘林-山东大学法学院.pdf,89.5,1.66,84.0,2.45,76.0,3.46,86.0,1.22,87.75,2.68,83.5,2.06,90.0,10.8,2.6
1209,raw/fullpaper/1209-法学研究-2023-1-住房反向抵押的制度反思与规范构建-程威-华东政法大学经济法学院.pdf,69.25,9.04,47.5,16.68,64.25,5.12,80.25,1.79,85.0,2.12,74.5,5.77,65.84,17.02,7.8
1210,raw/fullpaper/1210-法学研究-2016-6-体系化视角下的意定代理权来源-尹飞-中央财经大学法学院教授.pdf,61.75,12.32,84.5,2.29,77.75,7.89,81.0,4.64,82.75,4.82,76.75,3.7,77.46,15.45,6.87
1211,raw/fullpaper/1211-法学研究-2022-5-作为个人信息跨境传输监管工具的标准合同条款-金晶-中国政法大学民商经济法学院.pdf,70.0,17.49,83.0,3.39,62.0,21.41,84.75,1.09,79.5,2.6,78.75,2.59,78.12,17.17,9.35
1212,raw/fullpaper/1212-法学研究-2022-5-作为规范的技术标准及其与法律的关系-陈伟-华东政法大学刑事法学院.pdf,77.5,4.82,83.25,3.7,86.75,3.03,87.25,1.92,80.0,11.02,79.0,1.73,85.78,13.32,5.05
1213,raw/fullpaper/1213-法学研究-2018-5-作品名称的多重功能与多元保护——兼评反不正当竞争法第6条第3项-彭学龙-中南财经政法大学知识产权研究中心.pdf,71.25,7.36,71.25,12.93,70.5,16.22,82.5,0.87,84.75,2.17,79.0,1.0,76.76,15.1,7.8
1214,raw/fullpaper/1214-法学研究-2015-2-依法律行政原理的移植与嬗变-王贵松-中国人民大学法学院.pdf,78.75,5.4,74.25,7.5,60.0,15.0,84.75,4.32,75.5,10.33,75.0,7.07,78.79,18.97,9.55
1215,raw/fullpaper/1215-法学研究-2015-4-依法治国与深化司法体制改革法官责任制度的三种模式-陈瑞华-北京大学法学院.pdf,73.25,8.87,83.75,1.3,73.0,5.0,87.25,5.07,83.0,2.92,81.75,2.49,83.97,17.15,4.95
1216,raw/fullpaper/1216-法学研究-2016-6-依规治党与依法治国的关系-王若磊-中共中央党校政法部副教授.pdf,35.75,12.32,54.25,14.89,49.25,4.87,86.0,4.0,84.0,2.12,81.0,2.35,54.31,12.3,7.78
1217,raw/fullpaper/1217-法学研究-2015-6-侦查讯问录音录像制度的功能定位及发展路径-董坤-最高人民检察院检察理论研究所.pdf,78.5,5.12,78.5,2.18,81.75,6.02,80.75,2.95,69.5,13.05,82.5,4.33,75.0,14.22,6.47
1218,raw/fullpaper/1218-法学研究-2015-3-侵害人视角下的正当防卫论-陈璇-中国人民大学法学院.pdf,83.75,8.2,84.0,4.24,87.25,1.3,90.5,0.87,89.75,1.09,75.0,2.12,89.01,11.6,3.43
1219,raw/fullpaper/1219-法学研究-2024-2-侵权责任与隐私权——责任人和行为人分离情形下的考量-窦海阳-中国社会科学院法学研究所.pdf,85.0,3.08,83.25,3.7,80.0,3.46,87.75,1.79,81.5,5.12,83.0,1.22,89.35,12.88,3.55
1220,raw/fullpaper/1220-法学研究-2022-3-侵权赔偿体现知识产权价值的民法原理-李承亮-武汉大学法学院.pdf,75.75,13.29,82.0,3.16,81.25,2.59,89.0,2.55,79.25,4.87,65.75,18.47,84.31,15.37,8.63
1221,raw/fullpaper/1221-法学研究-2018-2-侵犯公民个人信息罪_情节严重_的法理重述-石聚航-南昌大学法学院.pdf,85.0,2.12,83.5,5.41,82.5,6.18,88.5,4.09,83.75,1.3,76.75,6.06,88.03,12.25,4.82
1222,raw/fullpaper/1222-法学研究-2023-3-促进人与自然和谐共生的中国式法律协同观-张璐-华东政法大学经济法学院.pdf,36.25,5.45,60.75,17.3,62.5,9.63,83.25,3.03,72.0,13.93,71.75,2.05,57.71,16.58,9.9
1223,raw/fullpaper/1223-法学研究-2022-6-保底信托效力认定的类型化-吴至诚-中国人民大学民商事法律科学研究中心.pdf,84.0,1.22,85.5,2.87,89.0,1.73,87.25,1.3,84.5,1.5,76.5,1.5,89.0,7.33,1.93
1224,raw/fullpaper/1224-法学研究-2022-6-保理法的再体系化-李宇-上海财经大学法学院.pdf,88.25,2.49,72.75,17.85,84.5,8.29,90.5,0.87,88.0,0.0,79.0,1.73,87.47,16.6,6.02
1225,raw/fullpaper/1225-法学研究-2015-3-保险人明确说明义务批判-马宁-西北政法大学.pdf,70.25,9.28,85.0,2.12,70.5,9.39,86.5,5.17,84.5,1.5,83.25,3.03,82.59,13.25,5.85
1226,raw/fullpaper/1226-法学研究-2017-1-保险法上如实告知义务之新检视-李飞-南京师范大学法学院.pdf,69.25,25.58,81.5,3.5,75.0,3.54,87.75,1.79,83.5,1.5,73.25,3.03,80.5,18.73,7.48
1227,raw/fullpaper/1227-法学研究-2017-6-保险法因果关系判定的规则体系-武亦文-武汉大学法学院.pdf,69.75,9.65,84.25,1.3,83.5,7.23,80.75,2.95,82.5,2.87,63.0,2.12,81.18,13.42,5.0
1228,raw/fullpaper/1228-法学研究-2021-6-保险法安全维护义务的体系定位与规则重塑-马宁-苏州大学王健法学院.pdf,78.0,3.08,84.5,0.5,78.0,7.71,88.5,3.5,87.0,2.12,70.0,1.41,85.0,8.62,3.52
1229,raw/fullpaper/1229-法学研究-2017-6-保障房租赁与买卖法律关系的性质-凌维慈-华东师范大学法学院.pdf,82.5,4.82,81.0,5.61,77.25,3.96,86.25,1.3,84.75,1.64,78.75,3.27,85.1,12.7,3.98
1230,raw/fullpaper/1230-法学研究-2017-6-信息网络传播权及其与广播权的界限-刘银良-北京大学法学院.pdf,82.5,7.4,78.0,3.08,61.75,18.75,88.0,3.46,71.5,19.93,78.75,4.15,75.0,19.4,10.93
1231,raw/fullpaper/1231-法学研究-2016-3-信息网络传播行为的认定-刘文杰-中国传媒大学文法学部.pdf,86.5,2.06,75.75,6.06,84.5,2.87,77.25,2.59,87.25,2.49,79.0,3.67,84.44,13.47,3.8
1232,raw/fullpaper/1232-法学研究-2023-3-信托受托人忠实义务的功能诠释与规范重塑-杨秋宇-西南财经大学法学院.pdf,81.0,4.95,80.75,5.17,81.75,2.86,87.5,2.87,85.75,3.77,75.75,2.49,85.6,12.55,4.25
1233,raw/fullpaper/1233-法学研究-2023-6-信用惩戒适用行为人责任的法理及其限度-伏创宇-中国社会科学院大学法学院.pdf,80.75,7.36,85.25,0.43,85.0,2.12,86.25,1.09,86.5,1.12,78.75,2.59,86.85,7.93,2.83
1234,raw/fullpaper/1234-法学研究-2018-1-受贿犯罪的保护法益-张明楷-清华大学法学院.pdf,83.0,3.61,83.5,6.22,77.5,6.58,88.0,3.08,80.25,10.59,82.5,2.87,88.32,14.82,6.35
