paper_id,paper,研究创新性,研究创新性_std,现状洞察度,现状洞察度_std,理论建构力,理论建构力_std,逻辑连贯性,逻辑连贯性_std,学术共识度,学术共识度_std,前瞻延展性,前瞻延展性_std,ccb_score,round1_avg_std,round2_avg_std
230,raw/jiaodafaxue/7001708832_孙犀铭_2019_交大法学_意思能力的体系定位与规范适用(下).md,30.0,0.0,0.0,0.0,5.0,8.66,7.5,7.5,11.25,7.4,20.0,15.41,13.24,16.08,7.5
231,raw/jiaodafaxue/7001708833_陈苏豪_2019_交大法学_侦查初期律师帮助权的欧洲标准及其启示--以欧洲人权法院萨多斯诉土耳其案为中心的分析.md,30.0,0.0,0.0,0.0,41.25,4.15,32.5,2.5,20.0,11.73,20.0,7.07,25.51,18.08,4.9
232,raw/jiaodafaxue/7001708834_范志勇_2019_交大法学_论骗取出口退税款的破产清偿顺位.md,28.0,4.95,2.5,4.33,30.0,6.12,18.75,7.4,30.0,8.66,15.0,9.35,20.18,18.48,7.85
233,raw/jiaodafaxue/7001708835_胡加祥_2019_交大法学_亚太自贸区法律框架构建路径研究.md,30.0,0.0,44.5,6.87,55.0,0.0,77.0,4.85,65.75,9.31,72.25,6.18,48.88,14.88,5.23
234,raw/jiaodafaxue/7001708836_赵宏_2019_交大法学_原告资格从“不利影响”到“主观公权利”的转向与影响--刘广明诉张家港市人民政府行政复议案评析.md,76.5,4.33,85.75,2.59,59.25,10.21,85.75,1.3,87.25,1.92,78.25,2.49,80.81,13.23,4.4
235,raw/jiaodafaxue/7002418906_胡凌_2019_交大法学_平台视角中的人工智能法律责任.md,67.5,18.93,75.0,6.12,73.75,3.03,80.0,1.41,84.5,2.18,74.25,8.61,76.31,16.92,7.75
236,raw/jiaodafaxue/7002418907_郭明龙和王菁_2019_交大法学_人工智能法律人格赋予之必要性辨析.md,31.25,2.17,9.5,9.53,22.5,7.5,31.25,4.15,42.5,5.59,21.25,4.15,24.59,19.3,6.38
237,raw/jiaodafaxue/7002418908_徐小奔和杨依楠_2019_交大法学_论人工智能深度学习中著作权的合理使用.md,30.0,0.0,6.25,10.83,3.75,6.5,7.5,12.99,12.5,12.5,13.75,2.17,14.49,10.57,8.65
238,raw/jiaodafaxue/7002418909_王利明_2019_交大法学_总分结构理论与我国民法典的编纂.md,30.0,0.0,2.5,4.33,7.5,7.5,0.0,0.0,7.5,4.33,3.75,4.15,12.5,8.68,3.92
239,raw/jiaodafaxue/7002418910_范奇_2019_交大法学_论高校“办学自主权”的双面法治逻辑及统合.md,30.0,0.0,12.5,7.5,20.0,10.0,8.75,15.16,12.5,12.5,8.75,8.93,19.12,13.68,10.4
240,raw/jiaodafaxue/7002418911_莫里茨·伦纳(Mo i z Re e )和周万里(译)_2019_交大法学_社会理论法学的兴起——贡塔·托依布纳的生平、著述及影响.md,31.0,1.0,61.25,10.8,32.5,4.33,53.75,10.23,50.0,11.18,55.25,4.09,43.74,14.13,8.02
241,raw/jiaodafaxue/7002418912_杨扬_2019_交大法学_从民习到官法——明代社会视野下的图赖现象.md,41.0,3.67,66.25,4.38,56.25,8.93,78.25,2.86,74.5,4.27,61.5,3.91,58.4,10.97,5.38
242,raw/jiaodafaxue/7002418914_刘东辉_2019_交大法学_公司法如何面对家庭秩序——以一个家族公司的裁判为例.md,36.25,8.2,0.0,0.0,38.75,6.5,59.5,3.64,54.25,17.15,18.75,10.83,33.63,26.17,8.92
243,raw/jiaodafaxue/7002418915_黄凯绅_2019_交大法学_仲裁临时保全措施及法院本位主义 法制变革上的建议.md,30.0,0.0,0.0,0.0,3.75,6.5,18.75,5.45,70.5,11.1,27.5,10.9,15.66,13.83,6.53
244,raw/jiaodafaxue/7002418916_沈岿_2019_交大法学_行政行为实施主体不明情形下的行政诉讼适格被告——评“程宝田诉历城区人民政府行政强制案再审裁定”.md,72.25,14.87,59.75,23.73,82.0,8.34,89.0,2.35,90.0,1.41,81.25,4.66,79.97,14.2,10.65
245,raw/jiaodafaxue/7002988348_高富平_2019_交大法学_数据生产理论——数据资源权利配置的基础理论.md,24.0,6.0,1.25,2.17,13.25,6.06,0.0,0.0,11.25,5.45,2.5,4.33,11.1,12.18,4.62
246,raw/jiaodafaxue/7002988349_徐伟_2019_交大法学_企业数据获取“三重授权原则”反思及类型化构建.md,30.0,0.0,5.0,5.0,12.5,12.5,22.5,9.01,21.25,8.93,1.25,2.17,19.26,9.67,7.23
247,raw/jiaodafaxue/7002988350_陈吉栋_2019_交大法学_个人信息的侵权救济.md,56.25,13.94,60.5,21.62,51.75,17.21,75.5,4.03,78.25,4.09,50.5,3.64,62.99,20.65,12.43
248,raw/jiaodafaxue/7002988351_苏宇和高文英_2019_交大法学_个人信息的身份识别标准 源流、实践与反思.md,30.0,0.0,2.5,4.33,10.0,6.12,6.25,10.83,0.0,0.0,7.5,7.5,14.41,7.68,5.55
249,raw/jiaodafaxue/7002988352_艾佳慧_2019_交大法学_回到“定分”经济学 法律经济学对科斯定理的误读与澄清.md,22.5,12.99,10.0,17.32,12.5,10.9,26.25,2.17,18.75,4.15,20.0,12.25,18.68,23.73,11.5
250,raw/jiaodafaxue/7002988353_袁相亭和刘方权_2019_交大法学_监察与司法的管辖衔接机制研究.md,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,4.33,10.59,9.87,1.8
251,raw/jiaodafaxue/7002988354_蒋成旭_2019_交大法学_论行政诉讼中的“被告致原告无法举证”——以第91号指导性案例为中心.md,32.5,2.5,7.5,7.5,26.25,15.56,40.0,8.66,11.25,6.5,0.0,0.0,27.28,25.35,7.85
252,raw/jiaodafaxue/7002988355_任宛立_2019_交大法学_欧洲增值税法中抵扣的“经营目的审查”及其借鉴.md,33.75,2.17,5.0,8.66,42.75,3.96,28.75,12.44,13.0,17.23,11.25,11.39,27.4,18.02,10.75
253,raw/jiaodafaxue/7002988356_何天文_2019_交大法学_保护规范理论的引入与问题——基于最高法院裁判的观察.md,30.0,0.0,11.25,12.44,60.75,8.32,23.75,8.2,30.75,2.59,8.75,5.45,29.54,16.53,7.13
254,raw/jiaodafaxue/7002988357_黄海_2019_交大法学_由 迁 至 迁刑 --秦 迁 入刑考.md,30.0,0.0,0.0,0.0,18.0,9.97,21.25,8.93,15.0,9.35,11.25,7.4,18.76,10.37,6.85
255,raw/jiaodafaxue/7002988358_李瑞杰_2019_交大法学_犯罪参与理论的讨论范式及其转换.md,31.25,2.17,3.75,6.5,54.25,9.96,28.75,18.83,32.5,2.5,20.0,7.91,28.25,16.28,9.2
256,raw/jiaodafaxue/7002988359_张开骏_2019_交大法学_论正当防卫中不法侵害现实性和紧迫性之判断——于海明案刑法教义学的分析.md,30.5,0.87,0.0,0.0,8.75,5.45,7.5,12.99,7.5,4.33,2.5,4.33,14.07,19.67,5.38
257,raw/jiaodafaxue/7100887829_成凡_2020_交大法学_法律认知和法律原则 情感、效率与公平.md,31.25,5.45,55.75,8.17,59.0,5.34,75.75,2.49,73.5,5.02,76.5,1.5,52.38,16.28,5.38
258,raw/jiaodafaxue/7100887830_桑本谦_2020_交大法学_从要件识别到变量评估 刑事司法如何破解“定性难题”.md,74.75,5.8,80.5,1.66,77.75,9.12,77.25,1.3,79.25,4.87,79.0,2.24,80.22,14.03,4.8
259,raw/jiaodafaxue/7100887831_郭春镇和黄思晗_2020_交大法学_死刑观的认知基础.md,59.5,20.08,80.5,14.94,63.5,8.5,87.75,1.79,75.25,3.27,45.25,3.27,73.79,16.13,10.0
260,raw/jiaodafaxue/7100887832_范良聪和许彬_2020_交大法学_集体行动中赏罚效果的差异性研究 来自公共品实验的证据.md,35.0,3.54,70.75,4.66,42.25,1.79,89.25,2.59,52.5,8.29,76.75,7.69,57.46,17.25,5.52
261,raw/jiaodafaxue/7100887833_王俐智和孙学致_2020_交大法学_论违约方解除合同的条件——兼评《民法典各分编(草案)·合同编》第353条第3款.md,33.75,2.17,2.5,4.33,23.75,14.31,7.5,7.5,6.25,6.5,0.0,0.0,18.46,25.27,6.7
262,raw/jiaodafaxue/7100887834_黄泷一_2020_交大法学_“物权法定原则”的理论反思与制度完善.md,35.0,12.25,3.75,6.5,13.75,14.74,3.75,4.15,18.75,5.45,31.25,6.5,16.54,21.63,9.53
263,raw/jiaodafaxue/7100887835_陈克_2020_交大法学_论不完全合同视角下的公司融资.md,45.75,18.74,39.25,13.75,79.5,5.72,83.25,1.3,79.5,2.6,74.25,8.61,59.0,19.47,9.75
264,raw/jiaodafaxue/7100887836_宾凯_2020_交大法学_政治系统与法律系统对于技术风险的决策观察.md,58.25,20.84,53.0,20.71,68.25,13.48,85.0,2.12,72.5,9.39,41.25,4.15,67.07,18.47,13.6
265,raw/jiaodafaxue/7100887837_李琴_2020_交大法学_论法国宪法委员会对《环境宪章》的进阶应用——兼论宪法环境权的可诉性.md,31.25,2.17,7.5,7.5,2.5,4.33,22.5,12.5,31.25,4.15,25.0,0.0,18.53,13.42,5.9
266,raw/jiaodafaxue/7100887838_孙跃_2020_交大法学_指导性案例跨类型适用的限度与进路.md,46.25,6.5,51.75,12.32,75.75,2.49,80.25,3.34,82.0,4.3,62.5,3.28,60.75,14.52,6.22
267,raw/jiaodafaxue/7100887839_张华_2020_交大法学_司法更需要何种指导性案例——以指导案例60号为分析对象.md,22.5,12.99,0.0,0.0,3.75,4.15,10.0,10.0,8.75,10.23,6.25,10.83,10.96,11.43,9.27
268,raw/jiaodafaxue/7101331760_吴奇琦_2020_交大法学_法律行为三元素(要素、常素、偶素)理论的诞生发展史.md,34.0,9.27,78.5,6.84,37.5,4.33,74.75,2.38,80.5,3.64,56.75,3.03,54.68,14.67,5.68
269,raw/jiaodafaxue/7101331761_韩光明_2020_交大法学_法典编纂与私法发展 罗马法经验观照.md,58.5,23.5,75.25,4.97,63.75,5.4,77.5,2.87,79.5,4.15,73.5,3.84,70.84,19.33,8.58
270,raw/jiaodafaxue/7101331762_汪倪杰_2020_交大法学_我国《民法典(草案)》中附随义务体系之重构——以中、德附随义务学说溯源为视角.md,76.25,7.5,83.25,10.57,84.75,4.09,81.25,3.11,83.25,7.85,79.25,2.59,83.57,13.13,6.88
271,raw/jiaodafaxue/7101331763_刘骏_2020_交大法学_再论意定代理权授予之无因性.md,85.5,1.8,89.0,1.73,73.25,5.36,88.75,1.3,84.5,4.77,81.0,1.0,89.93,8.73,3.08
272,raw/jiaodafaxue/7101331764_何颖_2020_交大法学_行为金融信息中介的网贷平台信息披露规则.md,30.0,0.0,2.5,4.33,12.5,8.29,7.5,4.33,17.0,14.04,6.25,10.83,15.15,11.42,8.05
273,raw/jiaodafaxue/7101331765_熊文聪_2020_交大法学_词与物 地名的不可商标性反思.md,76.0,19.69,81.25,3.27,63.5,8.96,86.5,1.5,86.75,2.05,80.5,5.32,82.5,13.43,7.83
274,raw/jiaodafaxue/7101331766_邓辉_2020_交大法学_我国个人信息保护行政监管的立法选择.md,30.0,0.0,78.75,8.1,66.25,8.93,75.25,5.63,70.5,9.39,64.25,9.96,58.51,15.85,8.08
275,raw/jiaodafaxue/7101331767_熊晓彪_2020_交大法学_“发生优势” 一种新证明力观——狭义证明力的概率认知与评价进路.md,33.75,2.17,9.5,16.45,7.5,7.5,23.75,11.39,31.25,10.83,7.5,4.33,21.06,17.87,10.13
276,raw/jiaodafaxue/7101331768_茆巍_2020_交大法学_论清代命案检验之终结及借鉴.md,30.0,0.0,2.0,3.46,5.0,5.0,2.5,4.33,0.0,0.0,10.0,10.61,12.53,9.22,4.5
277,raw/jiaodafaxue/7101331769_章剑生_2020_交大法学_面向司法审查的行政行为说明理由——郴州饭垄堆矿业有限公司与国土资源部等国土资源行政复议决定再审案评析.md,41.25,19.02,58.75,2.59,46.75,3.03,63.0,4.12,70.25,4.92,74.25,2.49,51.46,21.32,6.98
278,raw/jiaodafaxue/7102246021_丁轶_2020_交大法学_国家认同的宪法构建 实现机制与实施路径.md,30.0,0.0,0.0,0.0,5.0,5.0,2.5,4.33,11.25,6.5,5.0,8.66,12.06,6.97,4.72
279,raw/jiaodafaxue/7102246022_孙成_2020_交大法学_论宪法在港澳实施的异同及原因——以全国人大及其常委会55份规范性文件为样本.md,33.0,5.2,0.0,0.0,19.5,15.52,22.5,12.5,22.5,22.5,8.75,15.16,20.38,17.67,13.63
280,raw/jiaodafaxue/7102246023_杜吾青_2020_交大法学_国家象征和标志的宪法学阐释 以国家认同为中心.md,30.0,0.0,2.5,4.33,41.25,2.17,8.75,15.16,35.0,3.54,30.0,13.69,20.51,13.15,7.48
281,raw/jiaodafaxue/7102246024_唐丰鹤_2020_交大法学_司法决策过程中的情感效应.md,31.25,11.39,84.0,4.06,34.5,6.58,72.75,6.06,79.25,4.32,75.75,3.77,54.0,11.93,6.95
282,raw/jiaodafaxue/7102246025_白阳_2020_交大法学_优礼与管控之间 清代错案责任“双轨制”之形成及其原因探析.md,56.25,5.17,66.5,4.56,67.75,11.71,78.75,2.17,76.25,3.03,31.25,2.17,65.99,13.15,5.55
283,raw/jiaodafaxue/7102246026_吴桂德_2020_交大法学_德国法上人类体外胚胎的法律保护及其借鉴.md,30.0,0.0,2.5,2.5,7.5,4.33,2.5,4.33,8.75,8.93,5.0,8.66,13.09,13.0,5.53
284,raw/jiaodafaxue/7102246027_杨浦_2020_交大法学_论合同相对性原则的适用边界.md,74.25,17.3,84.25,2.49,87.0,2.12,88.0,1.41,84.0,3.67,76.25,2.05,85.09,10.55,5.58
285,raw/jiaodafaxue/7102246029_李有和程金华_2020_交大法学_行政、司法与金融规制冲突——对金融借款利率上限的实证研究.md,21.25,8.2,2.5,4.33,16.25,9.6,5.0,5.0,5.0,8.66,2.5,4.33,12.13,17.52,7.73
286,raw/jiaodafaxue/7102246030_靳匡宇_2020_交大法学_生态修复量刑情节的司法适用研究——以187份长江环境资源刑事裁判文书为样本.md,26.25,2.17,7.5,7.5,5.0,8.66,15.0,15.0,11.25,19.49,6.25,6.5,15.44,15.93,11.42
287,raw/jiaodafaxue/7102246031_李崇涛_2020_交大法学_论二审检察院能否新增抗诉请求及其合理控制.md,31.25,2.17,8.75,15.16,29.5,5.5,24.5,7.63,44.5,6.58,35.0,7.07,24.06,20.53,8.5
288,raw/jiaodafaxue/7102246032_徐伟_2020_交大法学_网络侵权中合格通知和必要措施的认定——指导案例83号评析.md,28.75,5.45,2.5,4.33,8.75,12.44,12.5,12.5,10.0,7.07,8.0,9.06,15.22,18.63,9.8
289,raw/jiaodafaxue/7102973469_崔国斌_2020_交大法学_商业秘密侵权诉讼的举证责任分配.md,88.25,0.43,57.0,14.87,54.75,22.73,87.0,2.12,84.5,1.5,68.25,2.49,77.69,19.02,8.48
290,raw/jiaodafaxue/7102973470_李治安和刘静雯_2020_交大法学_由普通法观点论对商业秘密和机密信息的保护.md,30.0,0.0,2.5,4.33,8.75,6.5,2.5,4.33,17.0,2.12,7.5,4.33,13.31,10.63,4.15
291,raw/jiaodafaxue/7102973471_谢晴川和何天翔_2020_交大法学_论著作权法对“创作者特权”的确认与限制——以“鬼吹灯”案中的作者续写权利主张为切入点.md,32.5,4.33,8.75,8.93,9.5,9.53,26.25,9.6,36.25,6.5,6.25,10.83,21.38,14.15,9.57
292,raw/jiaodafaxue/7102973472_刘孔中_2020_交大法学_知识产权与司法相关的近期热点问题综述——来自我国台湾地区的观察与省思.md,30.0,0.0,0.0,0.0,5.0,5.0,6.25,8.2,6.25,6.5,0.0,0.0,12.94,8.07,3.8
293,raw/jiaodafaxue/7102973473_林彦_2020_交大法学_信用惩戒制度对行政法治秩序的结构性影响.md,64.25,11.92,64.25,8.44,75.0,4.95,81.5,2.69,86.5,1.5,59.25,4.38,72.21,12.28,6.52
294,raw/jiaodafaxue/7102973474_韩宁_2020_交大法学_政府合同管理的基本逻辑.md,42.5,12.5,73.75,1.3,50.5,14.43,74.25,3.77,75.25,2.17,61.25,4.15,58.74,16.55,7.37
295,raw/jiaodafaxue/7102973475_马立群_2020_交大法学_行政诉讼反诉制度的诉讼构造及创设路径.md,30.0,0.0,2.5,4.33,7.5,8.29,8.75,15.16,7.5,4.33,1.25,2.17,14.56,11.65,6.6
296,raw/jiaodafaxue/7102973476_谢焱_2020_交大法学_商业秘密刑事条款与新《反不正当竞争法》的衔接.md,30.0,0.0,5.0,8.66,11.25,8.93,16.25,4.15,26.25,16.35,7.5,8.29,17.57,12.18,8.93
297,raw/jiaodafaxue/7102973477_赵艳红_2020_交大法学_大数据监控措施的法律规制研究——以隐私权为中心的探讨.md,86.0,1.22,75.0,5.2,55.0,16.72,72.0,3.08,77.25,11.39,74.25,1.3,77.65,17.55,7.48
298,raw/jiaodafaxue/7102973478_谢进杰和黄蔚菁_2020_交大法学_刑事案件当庭宣判的变迁.md,30.0,0.0,2.5,4.33,28.75,8.2,15.0,0.0,0.0,0.0,23.75,7.4,19.78,13.35,3.83
299,raw/jiaodafaxue/7102973479_曹阳_2020_交大法学_税收核定与反避税的界分与归位——以《税收征管法》第35条第1款第6项为研究中心.md,53.0,17.87,5.0,8.66,50.0,8.66,47.5,16.01,59.25,10.92,43.75,11.39,39.88,21.75,14.13
300,raw/jiaodafaxue/7102973480_倪蕴帷_2020_交大法学_排放权交易的正当性思辨——基于欧美实证经验分析.md,30.0,0.0,0.0,0.0,3.0,5.2,9.0,1.0,13.75,14.74,6.25,10.83,13.24,11.63,6.12
301,raw/jiaodafaxue/7102973481_何天文_2020_交大法学_保护规范理论的引入抑或误用——刘广明诉张家港市人民政府行政复议案再检讨.md,34.5,6.1,0.0,0.0,8.75,15.16,16.25,2.17,25.0,0.0,12.5,10.9,17.54,22.05,6.6
302,raw/jiaodafaxue/JDFX2021001001_裴桦_2021_交大法学_《民法典》夫妻债务条款的不足与应对.md,30.0,0.0,5.0,8.66,10.0,10.0,7.5,8.29,40.5,12.58,40.0,7.91,15.29,22.12,9.12
303,raw/jiaodafaxue/JDFX2021001002_李洪祥和曹思雨_2021_交大法学_夫妻共同债务规则的法理逻辑.md,30.0,3.54,3.75,6.5,11.25,7.4,8.75,10.23,23.75,14.31,16.25,12.93,15.51,18.77,10.55
304,raw/jiaodafaxue/JDFX2021001003_李贝_2021_交大法学_《民法典》夫妻债务认定规则中的 合意型共债 ——兼论《民法典》第1064条的体系解读.md,30.0,0.0,2.5,4.33,7.0,7.55,21.25,15.96,10.0,17.32,12.5,14.36,17.41,17.33,11.45
305,raw/jiaodafaxue/JDFX2021001004_许瑞超_2021_交大法学_基本权利第三人效力的范畴与本质.md,30.0,0.0,6.25,5.45,15.0,0.0,5.0,8.66,13.75,6.5,10.0,7.07,15.88,11.18,5.33
306,raw/jiaodafaxue/JDFX2021001005_刘磊_2021_交大法学_维稳压力对基层法院组织形态的形塑.md,30.0,0.0,2.5,4.33,3.75,6.5,7.5,12.99,5.0,5.0,0.0,0.0,13.6,9.03,5.55
307,raw/jiaodafaxue/JDFX2021001006_王瑞超_2021_交大法学_民国上海女律师的执业困境与自我成就.md,30.0,0.0,0.0,0.0,2.5,4.33,2.5,4.33,8.75,15.16,7.5,4.33,11.62,9.68,5.42
308,raw/jiaodafaxue/JDFX2021001007_白云锋_2021_交大法学_保护规范理论反思与本土化修正.md,30.0,0.0,5.0,3.54,15.0,15.0,31.25,2.17,42.5,2.5,13.75,10.83,21.76,13.67,6.55
309,raw/jiaodafaxue/JDFX2021001008_薛小蕙_2021_交大法学_法律-文件共治模式的生成逻辑与规范路径——基于四十年教育规范性文件的考察.md,30.0,0.0,2.5,4.33,40.0,0.0,35.0,12.75,33.75,2.17,13.75,12.93,26.47,13.32,6.18
310,raw/jiaodafaxue/JDFX2021001009_沙卫鹏_2021_交大法学_监督行政对权利的影响——以《行政诉讼法》第1条为基础的解释学展开.md,33.75,4.15,6.25,6.5,2.5,4.33,0.0,0.0,3.75,6.5,6.25,10.83,13.82,14.58,6.22
311,raw/jiaodafaxue/JDFX2021001010_滕佳一_2021_交大法学_承包地利用的守成与突破——以土地经营权法律定位的检讨为中心.md,32.5,2.5,2.5,4.33,17.25,10.28,12.5,16.39,13.75,13.86,3.75,4.15,18.04,19.2,9.92
312,raw/jiaodafaxue/JDFX2021001011_周铭川_2021_交大法学_论刑法拟制的本质、正当性及应有类型.md,59.25,15.94,76.75,4.32,71.25,6.83,83.25,3.03,72.75,3.11,55.75,6.06,73.13,18.07,7.57
313,raw/jiaodafaxue/JDFX2021001012_莉娜·坎等_2021_交大法学_信息信义义务理论之批判.md,23.75,13.86,0.0,0.0,6.25,2.17,7.5,8.29,10.0,0.0,17.5,17.5,11.25,11.65,8.05
314,raw/jiaodafaxue/JDFX2021001013_陈洪杰_2021_交大法学_司法决策中的 父爱主义 管制逻辑.md,30.0,0.0,5.0,5.0,1.25,2.17,11.25,19.49,12.5,10.9,7.5,7.5,14.63,10.42,8.68
315,raw/jiaodafaxue/JDFX2021002001_崔志伟_2021_交大法学_卡迪 模式与刑事公正司法的实现.md,30.0,0.0,5.0,5.0,7.5,8.29,11.25,8.93,38.75,11.92,12.5,9.01,15.74,9.93,8.32
316,raw/jiaodafaxue/JDFX2021002002_米夏埃尔·帕夫利克和陈璇_2021_交大法学_刑法科学的理论.md,77.5,17.1,84.0,8.49,87.25,5.36,82.75,2.86,84.25,2.59,70.25,9.07,84.99,16.67,8.75
317,raw/jiaodafaxue/JDFX2021002003_赵炜佳_2021_交大法学_论枫桥经验的犯罪合作治理意蕴.md,30.0,0.0,0.0,0.0,6.25,6.5,6.25,10.83,21.25,2.17,2.5,4.33,13.16,9.47,4.58
318,raw/jiaodafaxue/JDFX2021002004_松宫孝明和赵新新_2021_交大法学_构成要件和犯罪体系.md,37.5,5.59,25.0,6.12,18.75,10.23,12.5,2.5,13.75,14.74,6.25,6.5,25.37,16.83,8.8
319,raw/jiaodafaxue/JDFX2021002005_刘岩_2021_交大法学_系统论视野中法律与大众媒体的关系.md,30.0,0.0,7.5,4.33,20.0,10.46,5.0,8.66,23.25,4.92,0.0,0.0,17.06,11.38,5.47
320,raw/jiaodafaxue/JDFX2021002006_张海涛_2021_交大法学_功能分化社会的 去分化 ——权力生产性与权力媒介性的理论冲突及其消解.md,31.25,2.17,0.0,0.0,15.0,0.0,17.5,10.31,8.25,6.65,12.5,9.01,17.79,13.1,5.42
321,raw/jiaodafaxue/JDFX2021002007_谢遥_2021_交大法学_法律地理学论纲.md,43.0,2.12,80.25,4.92,57.75,10.85,72.75,3.56,71.75,6.02,77.0,5.74,61.37,16.43,6.37
322,raw/jiaodafaxue/JDFX2021002008_王剑_2021_交大法学_融资租赁物范畴厘定及其规制进路的体系化重思.md,33.75,2.17,0.0,0.0,26.25,11.39,10.0,12.25,30.0,5.0,31.25,8.2,18.9,14.7,7.5
323,raw/jiaodafaxue/JDFX2021002009_崔泽森_2021_交大法学_论诉讼信托和讨债信托的效力——探讨《信托法》第11条第4项.md,30.0,0.0,0.0,0.0,7.5,4.33,0.0,0.0,13.75,12.93,6.25,10.83,11.91,9.82,5.4
324,raw/jiaodafaxue/JDFX2021002010_曾凤辰_2021_交大法学_反不正当竞争法与知识产权法关系的司法政策的教义学展开.md,31.25,2.17,1.25,2.17,33.75,2.17,35.0,6.12,24.25,14.46,8.75,10.23,25.51,10.72,7.18
325,raw/jiaodafaxue/JDFX2021002011_徐冉_2021_交大法学_律师辩护全覆盖 背景下限制自行辩护权问题研究——欧洲人权法院的实践及启示.md,30.0,0.0,2.5,4.33,28.75,10.23,19.25,7.36,10.0,6.12,10.0,12.25,20.78,10.05,7.75
326,raw/jiaodafaxue/JDFX2021002012_罗智敏_2021_交大法学_算法歧视的司法审查——意大利户户送有限责任公司算法歧视案评析.md,33.0,7.97,40.5,11.93,55.0,13.69,82.75,0.83,76.5,2.96,50.75,7.53,50.35,19.35,8.65
327,raw/jiaodafaxue/JDFX2021002013_章程_2021_交大法学_也是西风渐东土——《民法研究指引》的指引.md,59.5,14.99,86.5,2.96,47.5,28.83,81.0,1.0,82.5,3.57,74.75,1.09,68.79,19.35,10.1
328,raw/jiaodafaxue/JDFX2021003001_谢晓尧_2021_交大法学_法律文本组织技术的方法危机——反思 互联网专条.md,30.0,0.0,0.0,0.0,17.5,7.5,13.0,17.23,12.5,12.5,6.25,6.5,16.74,13.07,8.42
329,raw/jiaodafaxue/JDFX2021003002_刘维_2021_交大法学_论网络不正当竞争一般条款的价值取向.md,31.25,2.17,0.0,0.0,32.5,4.33,15.0,9.35,16.25,2.17,8.75,10.23,20.29,13.05,5.43
330,raw/jiaodafaxue/JDFX2021003003_陶钧和韩乔亚_2021_交大法学_试论 恶意不兼容 条款的司法适用及规制路径.md,30.0,0.0,7.5,7.5,18.75,12.44,5.0,5.0,6.25,10.83,27.5,7.5,16.84,19.73,8.35
331,raw/jiaodafaxue/JDFX2021003004_高一飞_2021_交大法学_时间的 形而下 之维 论现代法律中的时间要素.md,30.75,1.3,15.0,8.66,12.5,12.5,5.0,5.0,26.25,15.16,13.75,10.83,17.76,13.23,10.28
332,raw/jiaodafaxue/JDFX2021003005_韩新远_2021_交大法学_个人行为轨迹信息的法律属性与分类保护研究.md,30.0,0.0,3.75,6.5,17.5,4.33,7.5,4.33,11.25,14.31,6.25,10.83,16.32,12.88,7.75
333,raw/jiaodafaxue/JDFX2021003006_孟烨_2021_交大法学_幕友与明清州县裁判——从 副状 文书出发.md,30.0,0.0,0.0,0.0,3.75,6.5,2.5,4.33,10.0,12.25,2.5,4.33,11.84,9.22,5.27
334,raw/jiaodafaxue/JDFX2021003007_王亚敏_2021_交大法学_近代中国侵权行为用语考略.md,36.25,8.2,0.0,0.0,27.5,4.33,13.75,18.5,17.5,10.9,7.5,12.99,20.88,18.07,10.58
335,raw/jiaodafaxue/JDFX2021003008_田伟_2021_交大法学_从国家教会法走向宗教宪法——德国宗教治理的百年变迁.md,30.0,0.0,0.0,0.0,12.5,8.29,10.0,6.12,7.5,8.29,7.5,4.33,15.15,12.25,5.22
336,raw/jiaodafaxue/JDFX2021003009_万立_2021_交大法学_同侪审判 词义考——以《大宪章》第39条为中心的文本考察.md,71.75,8.17,80.25,7.63,39.75,5.93,82.75,3.11,70.25,5.54,51.25,2.17,70.69,13.55,6.25
337,raw/jiaodafaxue/JDFX2021003010_郑琳_2021_交大法学_逻辑与进路 行政审批下放制度如何实现地方的有效治理与法治化.md,30.0,0.0,5.0,5.0,23.5,4.39,2.5,4.33,31.25,2.17,17.5,2.5,16.5,9.08,3.55
338,raw/jiaodafaxue/JDFX2021003011_杨凯旋_2021_交大法学_注册体制下商标使用意图要件检视.md,28.75,2.17,2.5,4.33,13.75,13.86,12.5,10.9,26.25,14.31,7.5,4.33,16.1,15.92,9.6
339,raw/jiaodafaxue/JDFX2021003012_刘媛媛_2021_交大法学_论环境侵权责任中的恢复原状费用.md,34.5,7.79,6.25,5.45,5.0,8.66,3.75,6.5,20.0,10.0,8.75,10.23,15.41,16.98,9.35
340,raw/jiaodafaxue/JDFX2021003013_张航_2021_交大法学_再审改判无罪 赔偿条款的立法局限与解释方案.md,46.25,17.09,2.5,4.33,25.0,11.73,3.75,4.15,23.75,7.4,21.25,15.96,22.21,26.03,11.65
341,raw/jiaodafaxue/JDFX2021004001_叶卫平_2021_交大法学_财政补贴、产业促进与公平竞争审查.md,30.0,0.0,2.5,4.33,0.0,0.0,2.5,4.33,2.5,4.33,0.0,0.0,11.76,12.2,2.5
342,raw/jiaodafaxue/JDFX2021004002_王健_2021_交大法学_论我国反垄断罚款的结构化改革——从一元构造体系走向二元构造体系.md,30.0,0.0,5.0,5.0,22.5,12.99,12.25,2.77,30.0,6.12,44.5,5.77,18.62,16.42,6.3
