id,title,author,first_author_org,year,issue,page_start,page_end,abstract,keywords,clc_code,cite_count,doi,pdf_path
1011,构建新时代法学学科体系,马怀德[1],"中国政法大学,北京100088",2025,6,74,90,构建新时代法学学科体系是中国法学“三大体系”建设的基础性工程。七十余年的中国法学学科发展史经历了“起步探索—体系搭建—特色构建”三个时期，初步形成门类较齐全、分工较合理的学科体系。法学是一门兼具政治性和实践性的学科。传统学科设置科学性不足、社会主要矛盾和国家任务的转轨，迫切需要研究学科设置的科学性，把握其中的规律，加快构建新时代法学学科体系。整体而言，法学门类下一级学科、二级学科的设置需要综合考虑研究对象、理论知识体系、研究方法和学科组织形态等因素。在法学学科体系构建的具体路径上，应当坚持以习近平法治思想为指引，把握自信自立、守正创新、问题导向和系统观念的立场方法，采用推进学科专业调整、促进新兴学科发展、强化学科交叉融合、完善涉外法学学科建设的路径，促进新时代法学学科体系、学术体系、话语体系深度联动和一体建设，加快形成中国特色、世界一流的法学学科体系。,新时代;法学学科体系;习近平法治思想;学科集群,C,,,法学三大刊论文/中国社会科学/构建新时代法学学科体系.pdf
1012,标表型人格权的构造与人格权商品化批判,房绍坤[1];曹相见[2],"吉林大学法学院,长春130012",2018,7,139,162,"人格权商品化理论以标表型人格权为对象,但后者存在着人格标识的决定、变更权能（内在属性）与使用权能（外在属性）两个矛盾的基本属性以及人格标识与主体有稳定联系的特性。历史地看,基于不同权能与权利对象的组合关系,标表型人格权存在三种不同的结构：早期立法以人格标识的使用为权能、人格标识为权利对象,忽视了人格标识的形成自由;当前通说增加了人格标识的决定、变更权能,但仍以人格标识为权利对象,导致了人格权的性质矛盾;理想结构应以人格标识的决定、变更为权能,人格标识的形成自由为权利对象,排除人格标识的使用权能,切割人格标识冒用与盗用的私法效果。人格标识使用权源自人格的促销价值,是含有人格利益的特殊财产权,立法上应采有别于美国法的二元保护模式,使其依托于人格权的规范体系中。",标表型人格权;人格权商品化;权利构造;保护模式,D913,0,,法学三大刊论文/中国社会科学/标表型人格权的构造与人格权商品化批判.pdf
1013,欧洲中世纪教会经济立法及其伦理,赵立行,"复旦大学法学院,上海200438",2018,2,184,203,中世纪基督教会通过大公会议颁布过大量有关经济的法律，这些法律以保护教会财产为中心，约束教职人员的经济行为并调整教会和世俗的经济关系。由于教会法的独特特征，它以神罚和世俗罚的双重惩戒来落实法律。教会的经济立法行为具有很强的功利性和现实目的性，即如何最大限度地保护教会的财产不受侵害，而并非仅仅为了伸张神学伦理。神学伦理一方面为教会立法的正当性提供了理论支撑，另一方面则扩张了教会法的法律效力和管辖范围，使教会经济立法突破自身限制，对教俗两界产生了广泛影响。,中世纪;教会;经济立法;大公会议;神学伦理,D922.29,0,,法学三大刊论文/中国社会科学/欧洲中世纪教会经济立法及其伦理.pdf
1014,比例原则适用的范式转型,蒋红珍,"上海交通大学凯原法学院,上海200030",2021,4,106,127,"比例原则正在经历某种范式转型.在辐射范围上,比例原则实现从国别、区域到全球的地域性影响,完成从公法、私法到其他部门法的渗透;在功能定位上,比例原则保留传统权利保障功能的基本定位,同时拓展到权力配置功能的复合形态;在适用形态上,比例原则作为法律原则的规范性命题伴随司法适用的推进得以进一步彰显,并且开始作为方法论成为""目标—手段""理性构建的基准.之所以呈现这些范式转型,除了比例原则自身的内涵和特质,离不开代际更迭中的法治观转型和全球化影响.需要认真探索比例原则范式转型的本土化实现路径,基本立场是突破公法适用的藩篱,遵循""统而分殊""的路径.""统""的立论基础是探索""无部门法差别""意义上的比例原则范式转型路径,""殊""则是探讨其在具体学科领域适用中的特殊性.",比例原则;范式转型;法律原则;法律方法论;司法适用,C,0,,法学三大刊论文/中国社会科学/比例原则适用的范式转型.pdf
1015,民事法律的正当溯及既往问题,房绍坤;张洪波,"烟台大学法学院,烟台264005",2015,5,106,124,溯及既往的民事法律侵害个人自由，使人不能依据法律而行动，损害了法律的权威且近乎于人治，为现代法治国家所禁止；判断民事法律是否溯及既往，不能单纯以既得权受损害作为标准，也不能将法律对权利的限制纳入其中，其判断标准应当是行为和自然事实；民事法律在例外下可以溯及既往，对当事人有利的、矫治型的、以公共秩序和善良风俗为内容的民事法律也可以溯及既往；新创民事法律、未生效民事法律、援引规范与司法解释是否发生溯及既往问题需要区分情况认定。,民事法律;溯及既往;个人自由;权利限制;公共秩序,D923,49,,法学三大刊论文/中国社会科学/民事法律的正当溯及既往问题.pdf
1016,治国之法中的国际法：中国主张和制度实践,古祖雪,,2015,10,147,158,“依法治国”中的“法”是否包括国际法？或者，国际法是否是治国之法？这是法学界，特别是国际法学界讨论的热门话题，也是当前法治中国建设实践中的重大理论问题。在全面推进依法治国的进程中，对这个问题作出肯定的法理回答和适当的制度安排，不仅有利于提升中国在国际法治中的话语权和影响力，也是建设社会主义法治体系的题中应有之义。,国际法治;法治中国;治国之法;制度安排;实践;主张;依法治国;法治体系,D921,18,,法学三大刊论文/中国社会科学/治国之法中的国际法：中国主张和制度实践.pdf
1017,治国理政的法治理念和法治思维,张文显,,2017,4,40,66,党的十一届三中全会以来，我们党始终重视法治建设，把依法治国确定为党领导人民治理国家的基本方略，把依法执政确定为党治国理政的基本方式，并在实践的基础上初步形成了中国特色社会主义法治理论。党的十八大以来，以习近平同志为核心的党中央在全面推进依法治国、加快建设中国特色社会主义法治体系和社会主义法治国家的伟大实践中，创造性地发展了中国特色社会主义法治理论，创立了具有鲜明时代特征、理论风格和实践特色的关于法治的思想，,法治思维;法治理念;治国理政;建设中国特色社会主义;社会主义法治国家;十一届三中全会以来;依法治国;法治理论,D920.0,86,,法学三大刊论文/中国社会科学/治国理政的法治理念和法治思维.pdf
1018,法律行为的内在正义与外在正义,杨代雄[1],,2024,5,105,122,正义理论需要超越分配正义与矫正正义的二分结构，并在一般层面上重构体系和在特别领域予以具体化或者再体系化。就法律行为领域的正义理论而言，须区分内在正义与外在正义。内在正义实现的基本路径是消极自由保护，辅助路径是积极自由保护、信赖保护、公平原则与诚信原则。以矫正正义为理论基础的原因概念无助于实现法律行为内在正义，其对法律行为效力的解释力不如意思表示理论。分配正义在法律行为制度中虽有一席之地，但可被法律行为内在正义中的积极自由保护吸收。法律行为外在正义即以安全、公共秩序、善良风俗等价值为内容的法秩序总体正义。着眼于法律行为的根本属性，内在正义优先于外在正义，所以外在正义规范载体介入法律行为时须持谦抑立场，非必要不得否定法律行为的效力。,法律行为;法律行为的效力;内在正义;外在正义;正义理论,C,,,法学三大刊论文/中国社会科学/法律行为的内在正义与外在正义.pdf
1020,法治视野下的司法预算模式建构,朱大旗;李帅,"中国人民大学法学院,北京100872",2016,10,116,133,"司法预算属于财政法学与司法制度研究的交叉领域,司法预算的设置应当同时满足财政法治的理念与司法规律的需求。目前我国司法预算内嵌于行政预算中,这样的预算体系设置使政府掌握了司法财权进而诱发司法权地方化之弊端。为了使司法财权与司法事权相匹配,同时使司法权去地方化,我国应当以公共预算的概念代替目前使用的广义政府预算概念,使司法预算与行政预算在公共预算这一上位概念之下相对独立,同时将司法预算设置为中央与省级两个层级,司法经费的支出应满足司法事权之需求,且经费的保障应向基层人民法院适当倾斜。",财政法治;司法预算;公共预算;司法事权,D926.2,48,,法学三大刊论文/中国社会科学/法治视野下的司法预算模式建构.pdf
1021,法治：中国与世界——国际法治与中国法治建设,曾令良,,2015,10,134,146,编者按：十八届四中全会决定，要积极参与国际规则制定，推动依法处理涉外经济、社会事务，增强我国在国际法律事务中的话语权和影响力。改革开放以来，中国的经济发展取得了令人瞩目的伟大成就，中国国际地位曰益提高。同时，我们所处的这个世界也在发生深刻变化。中国如何适应既有国际规则，如何在维护自身利益的同时参与国际规则的制定，以及如何处理好国际法治与国内法治的关系，进而为世界的和平发展做贡献，是在新时期必须要认真对待的重大课题。2015年1月，中国社会科学杂志社与中国人民大学共同主办了以“理论建构与现实回应：法治中国视野下的法学研究”为主题的首届法学前沿论坛，我们选择了三篇国际法论文，讨论上述问题。,国际法治;中国视野;法治建设;世界;中国人民大学;中国社会科学;国际规则;法学研究,F752,27,,法学三大刊论文/中国社会科学/法治：中国与世界——国际法治与中国法治建设.pdf
1022,法益保护与比例原则,张明楷,"清华大学法学院,北京100084",2017,7,88,108,法益保护原则一直是刑事立法的基本指导原理。近年来，有学者主张以比例原则替代法益保护原则。但是，比例原则并无超越法益保护原则的内容；而且，比例原则缺乏目的正当性的审查，其标准也不明确；近年来刑事立法中出现的法益概念的抽象化、处罚的早期化以及重罚化现象，并不意味着法益保护原则面临危机，相反说明需要发挥法益概念的批判性机能。当然，比例原则对于贯彻法益保护原则具有方法论的意义。将比例原则引入刑法领域补充法益保护原则时，应当避免简单的话语转换与机械的套用。刑事立法的审查应当按五个步骤展开：（1）目的是否具有合理性？（2）刑罚是不是达到合理目的的有效手段？（3）是否存在替代刑罚的手段？（4）利用刑罚保护法益的同时可能造成何种损害？（5）对相应的犯罪应当规．定何种刑罚？,法益保护;比例原则;刑事立法;审查步骤,D914,77,,法学三大刊论文/中国社会科学/法益保护与比例原则.pdf
1023,法益修复与功能违法论,杜宇[1],,2024,3,67,86,法益修复在刑法体系上应如何定位？其背后隐含着难得的理论创生契机，即将法益修复置入违法评价之中，由此推动违法论的功能化转向。在功能违法论的构造中，违法性由应罚的违法性与需罚的违法性两个层面组成。前者立足于违法宣告的正当性，后者则着眼于违法宣告的现实必要性。两者在审查内容、检验顺序、评价方向等方面具有明显差异，存在着一种既相互补充亦相互限制的协动关系。功能违法论的提出，不但使功能化思考得以体系性贯穿，而且使不同维度的功能化评价得以清晰分离，并与犯罪论阶层妥当配合。,法益修复;功能违法论;功能责任论;应罚的违法性;需罚的违法性,C,,,法学三大刊论文/中国社会科学/法益修复与功能违法论.pdf
1024,海洋法权论,杨华,不详,2017,9,163,183,海洋法权是国际海洋法主体在其主权范围内及国际公共海域依据国内立法、国际公约或国际惯例，享有的开发利用海洋的权利并承担保护海洋和尊重他国权益的义务。海洋法权论以构建和平与安全、自由与公平、符合全人类共同利益的国际海洋秩序为宗旨，是规范各国海洋权利和权力，调整各国海洋利益冲突，协调各国海洋利益需求，平衡国家之间海洋权力与权利关系的理论。我国应在总结海洋法权实践经验的基础上，构建现代海洋法权理论体系。以海洋法权理论为前提优化海洋争议处理模式、以海洋法权理论为基础完善中国海洋立法、以海洋法权理论为导向发挥软法作用、以海洋法权为纽带取得国际组织支持、以海洋法权理论为框架参与国际海洋法律制度创建，在国际海洋法律秩序构建中树立话语权和主导权。,海权 法权 海洋霸权 海洋法权,D993.5,0,,法学三大刊论文/中国社会科学/海洋法权论.pdf
1025,犯罪化与惩罚体系的完善,时延安,"中国人民大学法学院,北京100059",2018,10,102,125,惩罚体系是一国法制的重要组成部分，其构建和完善应从基本政治制度、社会发展状况和现实治理需要进行综合考量。犯罪化与惩罚体系的调整是“一体两面”的关系，犯罪化路径的选择一定意义上就是对惩罚体系的优化方案。现有惩罚体系有其合理性、现实性和历史继承性，应在维持其基本框架的前提下，遵循法治精神，兼顾人权保障的公正价值和社会治理的效率价值，对这一惩罚体系进行调整，即取消治安管理处罚法等行政法律中的行政拘留，并对这些法律的惩罚类型进行优化，将以剥夺自由为内容的惩罚类型全部纳入刑法。以应否剥夺自由作为区分刑法与规定有惩罚内容的行政法各自调整范围的标准，其理由在于，剥夺自由的惩罚带有一般性的社会排斥效果，即由此形成个人与社会共同体的相对隔离。由此以刑罚可罚性判断作为刑法调整范围应然界限的主要根据，进而寻求一条合理均衡的犯罪化路径，形成合理公正的惩罚体系。,惩罚体系;犯罪化;剥夺自由;刑罚排斥,D914,0,,法学三大刊论文/中国社会科学/犯罪化与惩罚体系的完善.pdf
1026,犯罪统计与犯罪治理的优化,卢建平[1],"北京师范大学法学院,北京100875",2021,10,105,125,"完善犯罪治理体系、提升犯罪治理效能,是推进国家治理体系和治理能力现代化的重要方面.犯罪统计数据既是犯罪治理的成果展现,是观察测量犯罪现象的重要工具方法,又是评判犯罪治理绩效的基本依据.通过对新中国成立以来的犯罪数据进行统计分析发现,我国的犯罪现象在内部结构上正呈现""双降""与""双升""的趋势,犯罪治理的绩效相当好.在大数据时代,因应国家治理和犯罪治理的要求,犯罪统计应基于法治主义改进其统计指标体系,基于数据互联的要求改进统计组织体系,基于数据共享的原则改进其发布和应用制度.置身于国家治理体系和治理能力现代化语境中的犯罪治理,是系统作用于犯罪现象的科学之道.以循数治理为切入,优化犯罪治理的战略目标和政策立法,准确定位治理对象,合理配置治理资源,科学评价治理绩效,充分运用科技手段,显著提升治理效能,是新时代犯罪治理现代化的必由之路.将数字、数据、大数据运用于犯罪治理,可以促进犯罪学与刑事政策学、刑法学、大数据、人工智能等的深度融合,促进犯罪学、刑事政策学、刑法学由""事实学""""决策学""""规范学""共同向""犯罪治理学""转型.",犯罪统计;犯罪治理;大数据;国家治理;国家治理现代化,D917,0,,法学三大刊论文/中国社会科学/犯罪统计与犯罪治理的优化.pdf
1027,环境法体系化中的我国保护地体系,杜群[1],"北京航空航天大学法学院,北京100191",2022,2,123,140,"中国保护地体系是生态文明建设在自然保护领域的重要成果,法典化背景下的环境法体系化发展应予回应.我国保护地体系在实践上形成了以自然保护地体系为本体、""自然生态空间格局下的生态保护红线体系""为基础的双重规制结构.自然保护地体系、自然生态空间和生态保护红线有着共同的法治逻辑特征,环境法体系应当对其进行一体化的法律调整,基本路径是开展保护自然原真性、维护空间正义的""实证自然保护法""的新法域建设.调整保护地体系的""实证自然保护法""对环境法体系化的贡献还在于基于法律调整社会劳动行为及其目的的法治逻辑分析方法,可通约应用于环境法体系基本法域构建,并为环境法体系中的""实证生态保护法""的二次调整法定位提供法理解释.",我国保护地体系;环境法体系;环境法法典化;实证自然保护法;实证生态保护法,C,0,,法学三大刊论文/中国社会科学/环境法体系化中的我国保护地体系.pdf
1028,现代化中华法治文明及其世界意义,李林[1],,2022,12,59,69,当代中国法治文明建设开辟了一条中国式现代化法治发展的新道路。在探索和发展现代化中华法治文明的历程中，我们积累了极为宝贵的经验，主要包括：从中国国情和实际出发，赋予传统中华法治文明时代化现代化新内涵，坚持现代化中华法治文明新道路和新体系，构建现代化中华法治文明新格局和新形态，为加快建设良法善治现代化的社会主义法治国家提供法理支撑，为推动世界法治文明发展进步提供中国方案、贡献中国力量。,现代化;中华法系;中华法治文明;法治体系;法治道路,C,,,法学三大刊论文/中国社会科学/现代化中华法治文明及其世界意义.pdf
1029,生态文明保障的刑法机制,焦艳鹏,"重庆大学法学院,重庆400044",2017,11,75,98,当前，我国正处于生态文明建设与全面推进依法治国的关键时期，运用法治方式加强生态环境保护是应有之义。环境犯罪需要刑法惩治，生态文明保障需要刑法机制。在生态文明建设中，需科学配置刑法在法益保护、人权保障与秩序维护三者之间的机能，以应对风险社会的现实风险，并保持刑法的基本品性。生态法益作为人在生态文明时代权利形态的一种，应受到刑法的有效保障。生态法益的有效保障，在刑事立法中要求法益的类型化、具体化和可测量化，在刑事司法中要求有效的法益识别、法益度量和精细化司法。生态文明的刑法保障受到整体法治价值的牵引与制约，刑法需与宪法、行政法、环境法等共同承载保护生态法益的使命。刑法技术与生态科学的有机结合，将有助于生态社会中刑法对人的价值的保障。,生态文明 环境保护 刑法机制 环境犯罪 生态法益,D925.2,0,,法学三大刊论文/中国社会科学/生态文明保障的刑法机制.pdf
1030,生态环境刑法立法的内在构造,李梁[1],"中央民族大学法学院,北京100081",2025,2,84,104,在我国加速制定《生态环境法典》背景下，生态环境刑法立法的内在构造亟待进行科学化调整。应当将习近平生态文明思想确立为生态环境刑法立法的指导思想，把资源永续、环境良好和生态安全确立为生态环境刑法立法的目的，增设预防性原则和人与自然和谐共生原则。在生态文明价值目标指导下，生态环境犯罪类型化及其体系结构需要重新揭示；在继续坚持惩罚性制裁的同时，强化预防性制裁，引入恢复性制裁，实现生态环境犯罪刑法制裁体系的科学化。为推动生态环境刑法立法生态文明价值目标的实现，应当确立特别刑法的立法体例作为承载形式。,生态环境刑法立法;生态文明价值目标;生态环境犯罪;生态环境刑法制裁体系;立法体例,C,,,法学三大刊论文/中国社会科学/生态环境刑法立法的内在构造.pdf
1031,生态环境法典编纂的二元逻辑及其展开,钭晓东[1],,2024,3,146,165,生态环境法典作为生态文明演进中经国序民的良法重器，有实质与形式二元面向。一者，以国家生态文明战略为目标，服务国家生态文明战略；二者，阐明指引法律解释、发展法律规则、促进司法治理的可能路径，拘束恣意与无序，发挥体系化粘连功能。生态环境法典编纂可以借助实质逻辑主线与形式逻辑主线予以展开。通过借助节约优先、保护优先与自然恢复为主的实质逻辑主线，统筹资源管理与污染防治、生态保护，以生态保护融合自然资源与污染防治立法，实现既“避害”又“趋利”；借助权力—权利两者关系结构的形式逻辑主线，呈现事后救济、危险预防、风险预防与独立价值选择四类型规范。,生态环境法典编纂;二元逻辑;实质逻辑主线;形式逻辑主线,C,,,法学三大刊论文/中国社会科学/生态环境法典编纂的二元逻辑及其展开.pdf
1032,监管科技:金融科技的监管挑战与维度建构,"杨东[1,2]","中国人民大学法学院未来法治研究院,北京100872\中国人民大学民商事法律科学研究中心,北京100872",2018,5,69,91,"科技驱动的金融创新所内含的技术风险、操作风险,甚至诱发系统性风险之可能,迫使监管者必须予以有力回应。然而,监管技术匮乏、监管法律滞后和监管理念守旧等问题,以审慎监管、功能监管、行为监管等为核心构建的传统监管体系和法规无法有效应对去中介、去中心化的金融交易现状。因此,必须在审慎监管、行为监管等传统金融监管维度之外增之以科技维度,形塑双维监管体系,从而更好地应对金融科技所内含的风险及其引发的监管挑战。科技维度的监管致力于依靠大数据、云计算、人工智能、区块链等技术构建科技驱动型监管体系。其以数据驱动监管为核心,构筑起分布式的平等监管、智能化的实时监管、试点性的监管沙盒为核心的金融监管体系,突破传统金融监管的固有困局,创新监管方式,保护金融消费者,维护金融稳定。",金融科技;监管科技;科技治理;监管体制,F830.49,0,,法学三大刊论文/中国社会科学/监管科技_金融科技的监管挑战与维度建构.pdf
1033,知识产权法域外适用的制度构造,万勇[1],"中国人民大学法学院,北京100872",2024,9,65,76,知识产权法域外适用制度交织着本土性、时代性和国际性诸多重要问题，既是涉外法治体系的重要组成部分，也是中国式法治现代化的重要表征。应注重制度自主与思想自主，按照统筹性、谦抑性、能动性原则，对知识产权法域外适用的功能定位、框架构建、具体运行等进行制度设计。知识产权法域外适用制度建构的中国方案以分配正义为法理基础，以知识产权实体法与程序法一体化立法建设、司法“三步判断法”为实现路径。中国方案既是本土的，也是世界的，可以为回答知识产权法域外适用的世界之问贡献中国智慧。,知识产权法;涉外法治;域外适用;地域性,C,,,法学三大刊论文/中国社会科学/知识产权法域外适用的制度构造.pdf
1034,知识产权的边界:以客体可控性为线索,易继明[1];李春晖[2],,2022,4,120,139,"权利边界的设定及新型权益的涌现,需要进一步把握权利的客体要素.客体是权利理论中的基础概念,应当具有客观事实上的中立性,不应存储有关设权的价值判断.客体上之所以能够设置权利,取决于客体的可欲性、可控性和充足性.就知识产权而言,信息的流动性和外部性,使得其正当性解释须考虑整个自然法理论:先占即控制是自然权利的来源,劳动是权利归属的依据.自力控制的客体之上,产生一般知识产权;法律之力控制的客体之上,属于类型化的法定权利.一般性权利偏于自然权利,需要提高保护强度,但不能再由法律之力强化其控制.类型化的法定权利基于功利主义设权,一方面要严格遵守权利法定的边界,对于涵摄到的客体和权能要严格保护,另一方面保护强度要低于一般性权利.",知识产权边界;民事权利客体;信息;可控性;知识产权正当性,C,,,法学三大刊论文/中国社会科学/知识产权的边界_以客体可控性为线索.pdf
1035,社会主义核心价值观在民事裁判中的功能,于飞[1],,2024,1,122,141,《民法典》第1条的“社会主义核心价值观”可以作为我国民法内在体系的价值备选库。在实践提出需求时，可以遴选适当的价值观要素，截取其部分适宜的内容转化为民法价值，经价值规范化形成观念上的新民法原则，以之处理实践纠纷，并促进我国民法内在体系的发展。社会主义核心价值观在民事裁判中有社会效果功能与裁判促成功能。社会效果功能分为两种情形，其一是社会主义核心价值观是裁判依据背后的立法理由，其二是弘扬社会主义核心价值观是案件依法裁判所期待的社会效果。裁判促成功能具体分为解释功能、补充功能、修正功能三种，各种功能的发挥都有严格的要求和程序控制。,社会主义核心价值观;民法内在体系;社会效果功能;裁判促成功能,C,,,法学三大刊论文/中国社会科学/社会主义核心价值观在民事裁判中的功能.pdf
1036,社会公共利益的私法实现机制,赵万一[1],"西南政法大学市场交易法律制度研究基地,重庆401120",2024,9,54,64,社会公共利益作为承载社会公共福祉提升和公平正义价值目标实现的重要载体，不仅对中国法治体系的建构和完善意义重大，而且对共同富裕社会目标的达成同样影响深远。尽管私法对社会公共利益的介入在正义性、可操作性、可救济性和价值目标的可实现性等诸多方面存在一定难度，但私法在社会公共利益实现中具有的独特优势仍是毋庸置疑的。未来改进的主要方面是：调整私法对社会公共利益作用的范围和重点，确立限制性和促进性的双重目标，并相应匹配具有针对性的实现机制、适用方法和适用手段。,社会公共利益;私法实现;限制性目标;促进性目标,C,,,法学三大刊论文/中国社会科学/社会公共利益的私法实现机制.pdf
1037,社会诚信建设与基层治理能力的再造,陈柏峰[1],,2022,5,122,142,"面对社会公德违反行为和轻微违法行为,基层治理缺乏合法有效的制约方法,治理能力面临挑战.以家庭诚信档案为基础的社会诚信建设,将基层群众在治理事务中的行为纳入诚信评价,在不同的治理事务、不同的家庭成员之间建立责任连带性,化解了基层治理难题,再造了基层治理能力.将基层治理与其可以调动的资源及背后的话语结合起来,可以从治权和话语权两个方面进行理论解释.因财政能力限制而缺乏配置性资源,因社会转型和治理变迁而缺乏权威性资源,导致基层治权相对不足,而社会诚信机制通过建立责任连带性,为基层治理创设新的权威性资源,弥补了基层治权的不足.因人民话语的转型和权利话语的兴起,基层治权缺乏话语权支持,而社会诚信机制通过对接""自治、法治、德治相结合"" 的话语,为基层治理重建了话语权.基层治理能力的再造,实质是不同维度国家能力的建设和重组.",社会诚信;基层治理能力;国家能力;治权;话语权,C,,,法学三大刊论文/中国社会科学/社会诚信建设与基层治理能力的再造.pdf
1038,社会风险的刑法调控及其模式改造,"姜涛[1,2]","南京师范大学,南京210023",2019,7,109,134,"转型时期社会风险的增加及其复杂性格局,带来刑法发展中犯罪化扩张的态势,刑法立法预防与控制社会风险的意图明显。我国刑法由回应到预防功能性转变的根源是风险刑法,这既使罪刑构造呈现“四化”发展态势,又使法教义学出现“五新”发展特色。面对这种态势与特色,刑法理论如何摒弃以风险社会证成风险刑法的简单化逻辑,把集体法益的科学保护代入风险刑法,分析与论证风险刑法带来的模式转变及成因,理性看待风险刑法“既回应社会安全之需求,又一并带来刑法风险”的法治悖论,是刑法理论的重大命题。风险刑法的理论定位和方法选择的方向是,重视“法益保护+刑法的谦抑性+后果考察”的犯罪化根据,提倡二元化犯罪模式创新,对集体法益进行限缩解释,以此消解自身带来的刑法风险,构建一种具有生命力的新模式。",风险刑法;刑法调控;社会风险;集体法益;二元化犯罪模式,D924,0,,法学三大刊论文/中国社会科学/社会风险的刑法调控及其模式改造.pdf
1039,私法中的分配层次,谢鸿飞[1],,2023,9,185,203,比照经济学中的三次分配理论，私法内蕴了两个半分配层次。初次分配赋予所有私主体以平等的客观权利，私主体通过事实行为和法律行为获得主观权利。法律环境应有利于释放主体能量和创造力，扶持企业家，捍卫竞争中性，促进生产要素流动，以夯实共同富裕的物质基础。再分配是对初次分配规则的变更，是私法固有的和应有的功能。它通过均衡私主体在互动关系中的强弱格局，比公法再分配方式更能增进主体自决、捍卫人格尊严，且能使私法实现提升社会福利的国家目标，减少权力运行中的对抗。私法还存在介于再分配与第三次分配之间的第2.5次分配，以牺牲责任为典型，还包括营利法人社会责任的扩张、侵权责任的膨胀以及受益返还的限制。分配正义可作为私法分配各层次的共同基础，它可以纳入私法中的不同价值，并依据情形赋予其不同权重，也有助于将全部私法规则转化为自然规则，更凸显私法的中立性。,私法;初次分配;再分配;分配正义;牺牲责任,C,,,法学三大刊论文/中国社会科学/私法中的分配层次.pdf
1040,科学不确定性背景下的环境正义——基于转基因生物安全问题的讨论,王明远[1];金峰[2],"清华大学法学院,北京100084",2017,1,125,142,应对科学不确定性所导致的风险，实现和维护环境正义是当今时代的一个前沿核心议题。公共行政的性质需要从大都基于确定性的传统秩序行政和福利行政转变为基于不确定性的现代风险行政，而对正义的追求则需要从形式上的实体正义、实质上的实体正义转向程序正义。转基因生物安全为代表的科学不确定性背景下的环境正义，需要建立在相应的科学研究基础之上，但在本质上乃是一种社会构建。对转基因生物技术及其产品等现代科技的研发、应用和推广等活动，应当维护其市场自由，与此同时，为了公共安全以及社会弱势群体的最大利益，还应当对相关科技活动进行必要的政府干预和法律规制。,科学不确定性;环境正义;法律规制;公共利益,D922.11,50,,法学三大刊论文/中国社会科学/科学不确定性背景下的环境正义——基于转基因生物安全问题的讨论.pdf
1041,科研合同的功能性规制,胡明[1],"华南理工大学法学院,广州510006",2020,9,68,92,"科研经费资助由权力管制转向合同规制,治理创新是契合科研合同规制的必然要求。推进科研经费有效治理,应厘清科研合同属性,但将其定性为行政合同、民事合同抑或组合合同,都难以解决科研经费治理的难题。纵观科研合同性质的全貌,将其定位为公私融合合同,合于合同背后承载的科研关系特质与科研合同规制的演进脉络。科研合同规制应遵循科研自由的法秩序,建构与合同属性相适应的功能性规制模式,打造科研合同功能性规制的创新体系。科研合同功能性规制的制度化,既应补充同具拘束力的非合意要素,又应实现合意要素的再造,形成内容系统、逻辑清晰、权责明确的规范体系。由此以功能性规制作为合同规制与治理创新间的连结桥梁,推进科研经费治理体系和治理能力现代化。",科研合同;功能性规制;科研经费;公私融合;治理创新,D92,0,,法学三大刊论文/中国社会科学/科研合同的功能性规制.pdf
1042,税制变迁与税收法治现代化,张守文[1],"北京大学法学院,北京100871",2015,2,80,102,税制变迁是国家法治发展的缩影，它不仅与政治、经济、社会等要素密切关联，更与法律要素须臾不可分割；应从法律视角审视税制变迁所涉及的各类核心问题，并不断完善税制的价值、结构和功能；中国改革开放以来形成的特定“时空”，使历次税改呈现连续性与差异性、周期性和建构性等多重特征。落实税收法定原则是对税改最基本的法治期待。2014年开启的新一轮税制改革应继承既往经验，正视现实问题，坚守基本价值，以推进税收法治和国家整体治理体系的现代化．,税制变迁;关联要素;基本价值;税收法治,F812.42,16,,法学三大刊论文/中国社会科学/税制变迁与税收法治现代化.pdf
1043,空间正义实现的公共规制,靳文辉[1],"重庆大学法学院,重庆400045",2021,9,92,113,"在经济场域,空间正义主要表现为国土空间开发利用中公众的空间权利配置充分、资本的空间分布均衡、公共资源的空间分配合理和空间经济结构的规范有序.公共规制在保障空间正义目标达致中具有重要功能,在空间正义实现中应科学运用.我国空间正义实现中的公共规制制度体系已相对完备.经济自由权、社会保障权、财产权的社会义务以及国民经济和社会发展规划国家战略,是我国公共规制保障空间正义在宪法层面的依据.税收优惠、金融服务、财政分配、空间经济规划等制度,是我国公共规制保障空间正义的实践基点.通过优化公共规制实现空间正义,需构建以公众经济权利充分实现为中心的公共规制基础机制,以系统化实施为中心的公共规制实施机制,以绩效评估为中心的公共规制运行保障机制.",空间正义;公共规制;市场失灵;空间权益;协调发展,F124,0,,法学三大刊论文/中国社会科学/空间正义实现的公共规制.pdf
